_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
155.90913400	-57.75684000	155.909134	-57.756840	10233819-5745246	16.158	0.116	14.735	0.067	13.639	0.058	BAA	222	111	000	0	0
155.92170700	-57.77765700	155.921707	-57.777657	10234120-5746395	16.513	0.128	15.512	0.104	15.302		BBU	220	110	cc0	0	0
155.92115200	-57.75201400	155.921152	-57.752014	10234107-5745072	15.665	0.057	14.985	0.065	14.995	0.138	AAB	222	111	000	0	0
155.92574800	-57.81183600	155.925748	-57.811836	10234217-5748426	15.669	0.099	15.381	0.113	15.053	0.153	ABB	222	111	000	0	0
155.90356900	-57.80340200	155.903569	-57.803402	10233685-5748122	14.746	0.028	14.365	0.035	14.341	0.086	AAA	222	111	000	0	0
155.92080600	-57.76649100	155.920806	-57.766491	10234099-5745593	16.587	0.150	15.791		16.107		BUU	200	100	000	0	0
155.92073700	-57.79018800	155.920737	-57.790188	10234097-5747246	13.165	0.022	12.961	0.027	12.923	0.036	AAA	222	111	000	0	0
155.91873800	-57.78772000	155.918738	-57.787720	10234049-5747157	16.327	0.143	15.816	0.182	15.321		BCU	220	110	cc0	0	0
155.93637000	-57.80233000	155.936370	-57.802330	10234472-5748083	15.792	0.118	12.955	0.038	11.714	0.029	BAA	222	111	c00	0	0
155.91867700	-57.78490100	155.918677	-57.784901	10234048-5747056	16.266	0.126	14.572	0.045	13.804	0.041	BAA	222	111	c00	0	0
155.91471800	-57.77558500	155.914718	-57.775585	10233953-5746321	17.048		15.864	0.146	15.413		UCU	020	010	000	0	0
155.91483300	-57.78215000	155.914833	-57.782150	10233955-5746557	16.012	0.098	15.266	0.097	14.835	0.126	AAB	222	111	000	0	0
155.90943500	-57.76363800	155.909435	-57.763638	10233826-5745490	17.148		15.487	0.156	13.654	0.086	UCA	022	011	000	0	0
155.92848100	-57.80884900	155.928481	-57.808849	10234283-5748318	14.977	0.058	14.652	0.128	14.329	0.131	ABB	222	112	00c	0	0
155.91356500	-57.79273600	155.913565	-57.792736	10233925-5747338	15.408	0.050	14.913	0.056	14.896	0.122	AAB	222	111	000	0	0
155.91506400	-57.78715100	155.915064	-57.787151	10233961-5747137	12.359	0.023	12.077	0.025	12.029	0.019	AAA	222	111	000	0	0
155.91269300	-57.79536100	155.912693	-57.795361	10233904-5747432	16.719	0.152	16.786		16.092		CUU	200	100	000	0	0
155.91138500	-57.76118900	155.911385	-57.761189	10233873-5745402	14.981	0.049	14.662	0.057	14.740	0.103	AAA	222	111	000	0	0
155.91490500	-57.76796700	155.914905	-57.767967	10233957-5746046	16.066	0.096	12.833	0.036	10.370	0.030	AAA	222	111	000	0	0
155.91547800	-57.75176600	155.915478	-57.751766	10233971-5745063	16.919		15.753		14.933	0.115	UUB	002	001	00c	0	0
155.93633800	-57.80753300	155.936338	-57.807533	10234472-5748271	13.974	0.032	13.675	0.038	13.668	0.042	AAA	222	111	000	0	0
155.91772000	-57.78133400	155.917720	-57.781334	10234025-5746528	15.133	0.032	14.780	0.056	14.633	0.097	AAA	222	111	000	0	0
155.93535200	-57.81019200	155.935352	-57.810192	10234448-5748366	15.632	0.092	15.282	0.120	14.788		ABU	220	110	000	0	0
155.93289200	-57.80540800	155.932892	-57.805408	10234389-5748194	16.238	0.099	15.531	0.125	15.681	0.249	BBD	222	111	000	0	0
155.90942800	-57.77207900	155.909428	-57.772079	10233826-5746194	17.877		16.934		14.698	0.102	UUA	002	001	000	0	0
155.91712900	-57.75093100	155.917129	-57.750931	10234011-5745033	15.427		15.254	0.116	14.095	0.078	UBA	022	011	000	0	0
155.91757700	-57.75079000	155.917577	-57.750790	10234021-5745028	15.668	0.073	14.772		13.833		AUU	200	100	000	0	0
155.91652700	-57.77238500	155.916527	-57.772385	10233996-5746205	14.965	0.044	14.536	0.045	14.451	0.088	AAA	222	111	000	0	0
155.91696800	-57.78420300	155.916968	-57.784203	10234007-5747031	16.177	0.099	14.840		14.571		AUU	200	100	c00	0	0
155.93628600	-57.81231700	155.936286	-57.812317	10234470-5748443	15.155	0.045	14.610	0.055	14.122	0.070	AAA	222	111	000	0	0
155.92228200	-57.75068700	155.922282	-57.750687	10234134-5745024	17.564		15.800	0.158	14.335	0.098	UCA	022	011	000	0	0
155.93272200	-57.76766200	155.932722	-57.767662	10234385-5746035	16.378	0.109	15.632	0.127	16.029		BBU	220	110	cc0	0	0
155.92248700	-57.78160500	155.922487	-57.781605	10234139-5746537	15.145	0.039	14.823	0.061	14.780	0.117	AAB	222	111	000	0	0
155.93374700	-57.76868100	155.933747	-57.768681	10234409-5746072	15.485	0.072	15.230	0.113	15.166	0.176	ABC	222	111	000	0	0
155.93622500	-57.78062400	155.936225	-57.780624	10234469-5746502	14.148	0.035	12.562	0.039	11.623	0.027	AAA	222	111	000	0	0
155.93622000	-57.78878000	155.936220	-57.788780	10234469-5747196	16.193	0.097	15.547	0.120	15.408	0.194	ABC	222	111	c00	0	0
155.93502800	-57.77335000	155.935028	-57.773350	10234440-5746240	14.992	0.039	14.464	0.060	14.265	0.070	AAA	222	111	000	0	0
155.93328600	-57.75706100	155.933286	-57.757061	10234398-5745254	16.476	0.122	16.152		15.943		BUU	260	200	c00	0	0
155.93683100	-57.76851300	155.936831	-57.768513	10234483-5746066	16.580		15.776	0.181	15.792		UCU	020	010	000	0	0
155.93289400	-57.76555600	155.932894	-57.765556	10234389-5745560	13.819	0.037	13.322	0.039	13.145	0.032	AAA	222	111	000	0	0
155.90815600	-57.78599500	155.908156	-57.785995	10233795-5747095	13.474	0.022	13.169	0.022	13.055	0.030	AAA	222	111	000	0	0
155.93257600	-57.79307900	155.932576	-57.793079	10234381-5747350	15.618	0.076	15.056	0.116	14.188		ABU	220	110	000	0	0
155.93632100	-57.76292400	155.936321	-57.762924	10234471-5745465	15.700		14.671		14.977	0.139	UUB	002	001	000	0	0
155.93707100	-57.75553500	155.937071	-57.755535	10234489-5745199	16.230	0.124	15.669	0.127	15.560	0.236	BBD	222	111	000	0	0
155.93243900	-57.77683300	155.932439	-57.776833	10234378-5746365	16.144	0.100	15.451	0.104	14.587		ABU	220	110	000	0	0
155.91798900	-57.81213400	155.917989	-57.812134	10234031-5748436	14.943	0.040	14.064	0.045	13.523	0.058	AAA	222	111	000	0	0
155.92848200	-57.80354700	155.928482	-57.803547	10234283-5748127	15.317	0.036	14.369	0.022	13.784	0.055	AAA	222	111	000	0	0
155.92256300	-57.80968900	155.922563	-57.809689	10234141-5748348	15.477	0.057	14.920	0.074	15.031	0.141	AAB	222	111	000	0	0
155.92916900	-57.81000100	155.929169	-57.810001	10234300-5748360	16.056	0.154	15.232	0.108	14.755	0.140	BAB	222	112	ccc	0	0
155.92958300	-57.80147900	155.929583	-57.801479	10234309-5748053	15.867	0.075	15.128	0.075	14.824	0.128	AAB	222	111	000	0	0
155.93748200	-57.75862100	155.937482	-57.758621	10234499-5745310	14.559	0.065	14.209	0.090	14.137	0.071	AAA	222	111	000	0	0
155.91776800	-57.80610300	155.917768	-57.806103	10234026-5748219	15.625	0.073	15.149	0.104	15.246	0.184	AAC	222	111	000	0	0
155.91063300	-57.80324900	155.910633	-57.803249	10233855-5748116	15.440	0.052	14.662	0.042	14.526	0.098	AAA	222	111	000	0	0
155.93257200	-57.76076900	155.932572	-57.760769	10234381-5745387	16.425	0.132	15.546	0.125	14.478		BBU	220	110	000	0	0
155.93171700	-57.76394300	155.931717	-57.763943	10234361-5745501	15.802	0.102	15.516	0.164	15.305	0.182	ACC	222	111	ccc	0	0
155.92315300	-57.75931900	155.923153	-57.759319	10234155-5745335	17.829		14.338	0.048	12.768	0.030	UAA	022	011	000	0	0
155.92675600	-57.79010800	155.926756	-57.790108	10234242-5747243	15.088	0.072	14.766	0.091	14.591	0.097	AAA	222	111	000	0	0
155.92763000	-57.79533000	155.927630	-57.795330	10234263-5747431	16.535	0.138	15.925	0.165	15.429		BCU	220	110	cc0	0	0
155.92728200	-57.79204900	155.927282	-57.792049	10234254-5747313	15.862	0.080	15.362	0.107	15.305	0.184	AAC	222	111	000	0	0
155.92717500	-57.75210200	155.927175	-57.752102	10234252-5745075	14.472	0.030	14.098	0.045	14.057	0.078	AAA	222	111	000	0	0
155.92664500	-57.76355000	155.926645	-57.763550	10234239-5745487	15.850		15.187	0.159	13.884	0.072	UCA	022	011	0c0	0	0
155.92796800	-57.78167700	155.927968	-57.781677	10234271-5746540	16.181	0.109	15.773	0.171	15.212		ACU	220	110	000	0	0
155.92590600	-57.76232100	155.925906	-57.762321	10234221-5745443	15.093	0.051	14.035	0.063	13.629	0.045	AAA	222	111	000	0	0
155.92473900	-57.77865200	155.924739	-57.778652	10234193-5746431	16.164	0.092	15.491	0.102	15.269	0.174	ABC	222	111	000	0	0
155.92359200	-57.75483700	155.923592	-57.754837	10234166-5745174	16.502	0.128	15.819	0.145	16.229		BBU	220	110	000	0	0
155.92793600	-57.76507900	155.927936	-57.765079	10234270-5745542	14.771		14.802	0.065	14.678	0.096	UAA	622	022	0cc	0	0
155.92508800	-57.80476000	155.925088	-57.804760	10234202-5748171	16.377	0.110	15.841	0.143	15.714	0.268	BCD	222	111	000	0	0
155.93168200	-57.75680500	155.931682	-57.756805	10234360-5745244	15.850	0.080	15.775		16.206		AUU	260	200	c00	0	0
155.93035000	-57.75437200	155.930350	-57.754372	10234328-5745157	16.116	0.103	15.558	0.120	14.571		ABU	220	110	000	0	0
155.93139000	-57.78606400	155.931390	-57.786064	10234353-5747098	15.783		14.703	0.066	12.862	0.064	UAA	022	011	0c0	0	0
155.93127800	-57.77315500	155.931278	-57.773155	10234350-5746233	16.655	0.142	15.538		15.007		CUU	200	100	c00	0	0
155.93070900	-57.77581000	155.930709	-57.775810	10234337-5746329	16.349	0.121	15.673	0.134	15.091		BBU	220	110	c00	0	0
155.93024100	-57.79453700	155.930241	-57.794537	10234325-5747403	14.884	0.030	14.236	0.033	14.081	0.067	AAA	222	111	000	0	0
155.92881100	-57.76585800	155.928811	-57.765858	10234291-5745570	14.875		14.833	0.104	14.203	0.068	UAA	622	022	0cc	0	0
155.92948000	-57.77467700	155.929480	-57.774677	10234307-5746288	16.006		15.527	0.154	14.968		UBU	020	010	000	0	0
155.92902400	-57.78649100	155.929024	-57.786491	10234296-5747113	16.113	0.109	14.289	0.077	13.197	0.042	AAA	222	111	000	0	0
155.92885100	-57.77020300	155.928851	-57.770203	10234292-5746127	17.908		16.943		14.938	0.124	UUB	002	001	000	0	0
155.90857500	-57.76520500	155.908575	-57.765205	10233805-5745547	15.576		14.507		14.325	0.088	UUA	002	001	000	0	0
155.91546400	-57.79795500	155.915464	-57.797955	10233971-5747526	17.168		15.572	0.111	13.868	0.048	UBA	022	011	000	0	0
155.90747900	-57.79104200	155.907479	-57.791042	10233779-5747277	15.868	0.073	15.344	0.089	15.090	0.149	AAB	222	111	cc0	0	0
155.88664600	-57.75437900	155.886646	-57.754379	10233279-5745157	16.943		15.069	0.073	14.392	0.077	UAA	022	011	000	0	0
155.88509500	-57.77487200	155.885095	-57.774872	10233242-5746295	9.939	0.023	9.429	0.022	9.323	0.021	AAA	222	111	000	0	0
155.88415100	-57.77209900	155.884151	-57.772099	10233219-5746195	15.609	0.145	15.304	0.215	14.998	0.148	BCB	222	111	ccc	0	0
155.88846500	-57.76744500	155.888465	-57.767445	10233323-5746028	16.247	0.115	15.811	0.156	15.229	0.152	BCC	222	111	00c	0	0
155.88280600	-57.76271400	155.882806	-57.762714	10233187-5745457	15.388	0.116	14.779	0.261	14.575	0.127	BDB	222	111	ccc	0	0
155.88748500	-57.76065800	155.887485	-57.760658	10233299-5745383	12.845	0.023	11.835	0.022	11.518	0.019	AAA	222	111	000	0	0
155.88973800	-57.75846900	155.889738	-57.758469	10233353-5745304	14.805	0.056	14.304	0.078	14.096	0.082	AAA	222	111	000	0	0
155.90727700	-57.75488300	155.907277	-57.754883	10233774-5745175	16.057	0.092	15.842	0.154	15.044		ACU	220	110	000	0	0
155.89463500	-57.78949000	155.894635	-57.789490	10233471-5747221	16.591	0.147	15.553		15.910		BUU	200	100	c00	0	0
155.89544000	-57.77958300	155.895440	-57.779583	10233490-5746464	16.324		15.233	0.106	14.220	0.073	UAA	022	011	0cc	0	0
155.89510300	-57.76488900	155.895103	-57.764889	10233482-5745536	16.771	0.169	15.636	0.125	14.918	0.140	CBB	222	111	cc0	0	0
155.89464600	-57.75541700	155.894646	-57.755417	10233471-5745195	17.761		15.554		14.597	0.095	UUA	002	001	000	0	0
155.92822000	-57.80724300	155.928220	-57.807243	10234277-5748260	14.755	0.071	14.208	0.062	14.032	0.063	AAA	222	111	000	0	0
155.89105300	-57.76802100	155.891053	-57.768021	10233385-5746048	17.735		15.662		13.935	0.056	UUA	002	001	000	0	0
155.89352900	-57.79463600	155.893529	-57.794636	10233444-5747406	15.968	0.078	15.269	0.081	15.072	0.149	AAB	222	111	c00	0	0
155.89338800	-57.75820500	155.893388	-57.758205	10233441-5745295	15.793	0.093	15.360	0.134	13.675		ABU	220	110	0c0	0	0
155.89169800	-57.78441600	155.891698	-57.784416	10233400-5747038	12.394	0.028	10.790	0.023	9.900	0.019	AAA	222	111	000	0	0
155.89630000	-57.78337100	155.896300	-57.783371	10233511-5747001	9.912	0.023	9.382	0.022	9.264	0.021	AAA	222	111	000	0	0
155.88212900	-57.76605200	155.882129	-57.766052	10233171-5745577	17.728		15.717		14.802	0.137	UUB	002	001	00c	0	0
155.88184500	-57.76143600	155.881845	-57.761436	10233164-5745411	14.636	0.086	14.141	0.188	12.764		ACU	220	110	cc0	0	0
155.88144500	-57.76080700	155.881445	-57.760807	10233154-5745389	14.586		13.810		13.132	0.061	UUA	002	001	000	0	0
155.89549600	-57.75879700	155.895496	-57.758797	10233491-5745316	16.194		14.324	0.063	13.001	0.047	UAA	022	011	000	0	0
155.90488300	-57.78135700	155.904883	-57.781357	10233717-5746528	16.399	0.122	15.766	0.137	16.290		BBU	220	110	cc0	0	0
155.90102100	-57.75324600	155.901021	-57.753246	10233624-5745116	16.479		15.459	0.108	14.082	0.064	UBA	022	011	0p0	0	0
155.90223500	-57.75200300	155.902235	-57.752003	10233653-5745072	15.819	0.072	15.244	0.111	14.719		ABU	220	110	000	0	0
155.90573700	-57.77031300	155.905737	-57.770313	10233737-5746131	15.442	0.047	14.858	0.080	14.641	0.096	AAA	222	111	ccc	0	0
155.90019300	-57.76806600	155.900193	-57.768066	10233604-5746050	15.563		15.249	0.140	13.645		UBU	626	020	0c0	0	0
155.90319200	-57.77418100	155.903192	-57.774181	10233676-5746270	16.543		14.911	0.085	13.066	0.033	UAA	022	011	0c0	0	0
155.89990400	-57.75551600	155.899904	-57.755516	10233597-5745198	16.390	0.146	15.846	0.152	16.274		BCU	220	110	000	0	0
155.89978400	-57.78927600	155.899784	-57.789276	10233594-5747213	14.578	0.041	11.709	0.025	10.329	0.019	AAA	222	111	000	0	0
155.90304200	-57.77264800	155.903042	-57.772648	10233673-5746215	14.368	0.028	13.400	0.048	13.091	0.067	AAA	222	111	000	0	0
155.90412400	-57.76822300	155.904124	-57.768223	10233698-5746056	12.461	0.041	11.759	0.052	11.569	0.043	AAA	222	122	0cc	0	0
155.89876800	-57.76617100	155.898768	-57.766171	10233570-5745582	16.243		15.020		14.842	0.184	UUC	002	001	00p	0	0
155.90499700	-57.76474800	155.904997	-57.764748	10233719-5745530	17.915		15.321		14.152	0.099	UUA	002	001	000	0	0
155.90604900	-57.78803600	155.906049	-57.788036	10233745-5747169	16.412	0.125	15.405		15.247	0.165	BUC	202	101	c0c	0	0
155.90465500	-57.79045900	155.904655	-57.790459	10233711-5747256	14.697	0.045	14.266	0.053	14.284	0.083	AAA	222	111	00c	0	0
155.90635500	-57.77185400	155.906355	-57.771854	10233752-5746186	17.916		15.702	0.134	13.936	0.063	UBA	022	011	0c0	0	0
155.90465300	-57.79262200	155.904653	-57.792622	10233711-5747334	14.688	0.040	14.097	0.033	13.778	0.055	AAA	222	111	000	0	0
155.90463100	-57.76672700	155.904631	-57.766727	10233711-5746002	13.551	0.050	12.478	0.048	12.119	0.042	AAA	222	111	c00	0	0
155.89930900	-57.77640500	155.899309	-57.776405	10233583-5746350	12.521	0.022	11.990	0.022	11.943	0.023	AAA	222	111	000	0	0
155.90135700	-57.76562100	155.901357	-57.765621	10233632-5745562	15.890	0.097	15.076	0.143	15.075		ABU	220	110	cc0	0	0
155.89864800	-57.79890800	155.898648	-57.798908	10233567-5747560	14.383	0.028	14.015	0.022	14.053	0.066	AAA	222	111	000	0	0
155.89864700	-57.76741000	155.898647	-57.767410	10233567-5746026	15.733		15.277	0.159	13.454		UCU	626	020	0p0	0	0
155.90636400	-57.76808500	155.906364	-57.768085	10233752-5746051	14.407	0.040	13.599	0.033	13.295	0.027	AAA	222	122	ccc	0	0
155.89658800	-57.75083900	155.896588	-57.750839	10233518-5745030	16.172	0.095	15.429	0.110	14.976	0.130	ABB	222	111	000	0	0
155.89726600	-57.76379000	155.897266	-57.763790	10233534-5745496	14.652	0.040	14.283	0.044	14.089	0.080	AAA	222	111	000	0	0
155.90685400	-57.75025200	155.906854	-57.750252	10233764-5745009	16.535	0.149	15.851		15.641		BUU	200	100	000	0	0
155.90709600	-57.79465100	155.907096	-57.794651	10233770-5747407	16.940		15.576	0.145	14.720	0.109	UBB	022	011	000	0	0
155.96950300	-57.78960400	155.969503	-57.789604	10235268-5747225	16.120	0.119	15.479	0.149	13.641		BBU	220	110	cc0	2	0
155.96944700	-57.76712400	155.969447	-57.767124	10235266-5746016	11.385	0.022	10.824	0.023	10.688	0.021	AAA	222	111	000	2	0
155.98406500	-57.75833100	155.984065	-57.758331	10235617-5745299	10.633	0.023	10.048	0.022	9.731	0.019	AAA	222	111	000	2	0
155.96790600	-57.78072400	155.967906	-57.780724	10235229-5746506	15.744	0.062	15.124	0.082	15.196	0.188	AAC	222	111	000	2	0
155.97227400	-57.77191900	155.972274	-57.771919	10235334-5746189	15.934	0.105	15.607	0.168	14.330		ACU	220	110	000	2	0
155.98313000	-57.78982200	155.983130	-57.789822	10235595-5747233	15.734		14.882	0.079	13.687	0.057	UAA	022	011	000	2	0
155.98337600	-57.77855300	155.983376	-57.778553	10235601-5746427	15.540	0.064	14.938	0.060	15.560	0.290	AAD	222	111	000	2	0
155.98489200	-57.79456700	155.984892	-57.794567	10235637-5747404	14.838		14.194		14.488	0.092	UUA	662	002	00c	2	0
155.98273000	-57.75207500	155.982730	-57.752075	10235585-5745074	12.516	0.040	11.896	0.051	11.529	0.037	AAA	222	111	000	2	0
155.96981300	-57.78661000	155.969813	-57.786610	10235275-5747117	15.055		15.262	0.142	14.514	0.122	UBB	022	011	0c0	2	0
155.98214100	-57.75571400	155.982141	-57.755714	10235571-5745205	13.791		14.570	0.193	13.747	0.081	UCA	022	011	0cc	2	0
155.98415900	-57.79172100	155.984159	-57.791721	10235619-5747301	15.128		14.555		14.474	0.191	UUC	002	001	000	2	0
155.95432300	-57.80231900	155.954323	-57.802319	10234903-5748083	9.859	0.023	9.290	0.023	9.213	0.024	AAA	222	111	000	0	0
155.98491400	-57.77545900	155.984914	-57.775459	10235637-5746316	14.917	0.029	13.854	0.029	13.275	0.019	AAA	222	111	000	2	0
155.98823500	-57.76587700	155.988235	-57.765877	10235717-5745571	14.228		13.268		14.278	0.122	UUB	002	001	00c	2	0
155.98814500	-57.79556700	155.988145	-57.795567	10235715-5747440	16.481	0.135	15.826	0.164	14.773		BCU	220	110	cc0	2	0
155.96685900	-57.76020400	155.966859	-57.760204	10235204-5745367	15.771	0.069	15.222	0.082	14.829	0.129	AAB	222	111	000	2	0
155.98832300	-57.78049500	155.988323	-57.780495	10235719-5746497	15.719	0.065	15.097	0.087	16.785	0.921	AAD	222	111	000	2	0
155.98808000	-57.75899900	155.988080	-57.758999	10235713-5745323	15.461	0.182	14.597	0.158	14.036	0.162	CCC	222	111	ccc	2	0
155.98843900	-57.77388000	155.988439	-57.773880	10235722-5746259	14.949	0.067	14.707	0.077	14.428	0.102	AAA	222	111	0c0	2	0
155.98812500	-57.75014900	155.988125	-57.750149	10235715-5745005	15.197	0.080	14.210	0.082	13.692	0.078	AAA	222	111	ccc	2	0
155.98805700	-57.75737400	155.988057	-57.757374	10235713-5745265	12.706	0.049	12.055	0.091	11.762	0.051	AAA	222	111	000	2	0
155.95265700	-57.80726200	155.952657	-57.807262	10234863-5748261	16.218	0.116	15.425	0.134	14.777	0.160	BBC	222	111	ccc	0	0
155.94019600	-57.80076200	155.940196	-57.800762	10234564-5748027	12.051	0.024	11.439	0.027	11.077	0.021	AAA	222	111	000	0	0
155.98541700	-57.76089900	155.985417	-57.760899	10235650-5745392	15.693	0.123	14.357	0.071	14.058	0.093	BAA	222	222	ccc	2	0
155.98663300	-57.78723100	155.986633	-57.787231	10235679-5747140	16.340		15.514	0.124	14.600	0.124	UBB	022	011	000	2	0
155.98653900	-57.79451000	155.986539	-57.794510	10235676-5747402	14.872		14.195		15.072	0.192	UUC	662	002	00c	2	0
155.98709500	-57.75422700	155.987095	-57.754227	10235690-5745152	12.143	0.022	11.403	0.022	10.860	0.019	AAA	222	111	000	2	0
155.98693300	-57.76157800	155.986933	-57.761578	10235686-5745416	15.301	0.151	13.991	0.146	13.551	0.088	BEA	222	222	ccc	2	0
155.98161700	-57.77059200	155.981617	-57.770592	10235558-5746141	14.297	0.026	12.995	0.022	12.301	0.019	AAA	222	111	000	2	0
155.98042400	-57.76131800	155.980424	-57.761318	10235530-5745407	15.329	0.045	13.091	0.022	12.185	0.019	AAA	222	111	c00	2	0
155.98161100	-57.76599900	155.981611	-57.765999	10235558-5745575	16.121	0.104	15.612	0.131	15.405	0.211	ABC	222	111	ccc	2	0
155.97512400	-57.75730500	155.975124	-57.757305	10235402-5745262	15.238	0.064	14.564	0.137	14.416	0.147	ABB	222	111	cpc	2	0
155.97704900	-57.77556200	155.977049	-57.775562	10235449-5746320	16.836		15.531	0.154	14.533	0.126	UBB	022	011	000	2	0
155.94777500	-57.80120100	155.947775	-57.801201	10234746-5748043	16.085	0.140	15.486	0.144	15.539	0.248	BBD	222	111	ccc	0	0
155.97684000	-57.77037400	155.976840	-57.770374	10235444-5746133	16.331	0.118	15.657	0.140	14.913		BBU	220	110	000	2	0
155.97645100	-57.76142100	155.976451	-57.761421	10235434-5745411	16.500		15.709	0.166	15.627	0.289	UCD	022	011	0cc	2	0
155.97630100	-57.76740300	155.976301	-57.767403	10235431-5746026	16.146	0.106	15.330	0.098	15.006	0.134	AAB	222	111	ccc	2	0
155.94760600	-57.81211900	155.947606	-57.812119	10234742-5748436	16.677	0.149	14.656	0.058	13.417	0.044	CAA	222	111	c00	0	0
155.97205600	-57.76168400	155.972056	-57.761684	10235329-5745420	16.140		15.362	0.118	14.642	0.124	UBB	022	011	000	2	0
